ResponseID,Topic,Transcription
271,"Submission To
Australian Government Department Of Industry Science And Resources","Image Makers Association Australia Represents Professional And Emerging Photographers And Image Makers In Australia
Through Education Advocacy Celebration And Connection We Work On Behalf Of Our Members To Improve The Business
Landscape For The Photographic Profession Building Confidence In The Value Of Photography And Ensuring Image Making
Remains A Viable Career Path Into The Future
Image Makers Association Australia Acknowledges And Pays Respect To The Past Present And Future Traditional Custodians
And Elders Of Country Throughout Australia We Acknowledge Their Continuous Connection To The Lands Waters Culture
And Communities On And Within Which We Work
Our Members Are Commercial Image Makers And Stills Photographers Working Across Portraiture Editorial Architecture
Design Food Advertising Corporate Lifestyle Travel Social Media Content Still Life Studio Montage Artistry And More They
Are Commissioned To Produce Imagery For A Range Of Organisations Including Small And Medium Businesses Corporations
Government Not For Profit Organisations And Print And Online Publications Their Work Can Be Seen Across A Wide Range Of
Media Promoting A Variety Of Products And Services
Image Makers Association Australia Has Filled A Void Of Representation For Commercial Photographers The Organisation
Came About Following Several Years During Which A Group Of Australian Photographers Communicated With Each Other
Around Issues Relating To Copyright That Affected Them All In Some Instances They Worked Together Informally To Enact
Change Leading To The Eventual Formation Of An Industry Body In Mid 2022 In Just Over 12 Months Of Operation
Membership Has Grown To Over 120 Individuals And Continues To Climb Steadily With Four Industry Members Eizo Michaels
Camera Hire Nikon Australia And Specular Offering Their Support Too
In The Short Time Since Establishment We Have Become An Affiliate Member Of The Australian Copyright Council The Preeminent Authority On Australian Copyright Law And We Are Recognised In Their Literature As The Relevant Industry Body For
Commercial Photographers In Australia We Have Also Formed Productive Affiliations And Partnerships With The Following
Organisations In Support Of Our Aims To Educate Advocate Celebrate And Connect For The Benefit Of Our Membership
L Australian Institute Of Architects
L Authentic Design Alliance
L Indesignlive Indeawards
L Regional Architecture Association"
270,Submission On The Safe And Responsible Ai In Australia Discussion Paper,"The Australian Digital Health Agency The Agency Thanks The Department Of Industry Science And
Resources For The Opportunity To Provide A Submission On The Safe And Responsible Ai In Australia
Discussion Paper
The Agency Supports The Development And Implementation Of Policies And Governance That Promote Safe
And Responsible Artificial Intelligence Ai In Australia
Ai Has Immense Potential To Revolutionise Healthcare In Australia To Improve Patientcentred Care And
Workforce Productivity And Contribute To The Sustainability Of Quality Healthcare
1 Used Safely With Sound
Clinical Governance In Place Aienabled Health Services Can Deliver Significant Benefits Through Advanced
Capability To
• Assess Patterns In Data And Medical Imaging To Assist With Diagnoses
• Manage Patient Flows In Hospitals Based On Type Of Medical Emergency Bed Capacity And Daily
Patient Loads And
• Support Clinical Decisionmaking
2
The Success Of Ai In Healthcare Will Depend On National Governance And Leadership To Maintain Trust And
Ensure These Systems Are Safe Reliable And Understandable In How They Work
3
The Agency Recommends That Any New Governance Arrangements Around Ai General Or Sectorspecific
Should Strike A Balance Between The Need To Ensure Consumer Safety And The Need To Maintain The Security
Of Sensitive Information And Community Trust With The Health And Economic Benefits That Ai Innovation Can
Provide4As Healthcare Delivery Occurs At Different Levels Of Government A National Approach To Ai
Governance Particularly For The Development And Uptake Of Ai In The Health Sector Is Desirable To Ensure
Alignment In Policy And Legislative Development Clinical Safety And Public Health Delivery Prioritisation"
269,"Research Australia Response To The
Consultation By The Department Of Industry
Science And Resources On Safe And
Responsible Ai In Australia","Background
In June 2023 The Department Of Industry Science And Resources Announced A Consultation
On Steps Australia Can Take To Mitigate The Potential Risks Of Ai Accompanied By A
Discussion Paper
Research Australia’S Submission In Response To The Discussion Paper Addresses Some Of
The Questions Posed In The Discussion Paper
Definitions
1 Do You Agree With The Definitions In This Discussion Paper If Not What Definitions
Do You Prefer And Why
Yes Research Australia Is The Peak Body For The Australian Health And Medical Research And
Innovation Sector Our Submission Is Focussed On Ai In Medical Products Therapeutic
Goods And The Potential Use Of Ai In Health More Broadly For Example To Interrogate
Medical Records Potential Gaps In Approaches
2 What Potential Risks From Ai Are Not Covered By Australia’S Existing Regulatory
Approaches Do You Have Suggestions For Possible Regulatory Action To Mitigate
These Risks
The Tga Has An Existing Regulatory Framework For Medical Devices Which Incorporates Ai1
Research Australia Is Also Aware The Department Of Health And Aged Care Is Developing A
Regulatory Impact Statement Focused On Gp Data And Electronic Clinical Decision Support
Ecdsthere Are Potentially Other Areas Of Healthcare Where Ai Could Be Applied For Example
Medical Records Held By Hospitals Where Consideration Of The Risks Associated With
Healthcare Have Yet To Be Considered"
268,"Government Consultation
Response To Safe And Responsible Ai In Australia Discussion Paper","The Digital Publishers Alliance Dpa Submits The Attached Paper In Response To The Safe And
Responsible Ai In Australia Discussion Paper Dated June 2023
The Dpa Is A Nonprofit Member Association Supporting Connecting And Protecting The Interests Of
Digitalfirst Independent Australian News Publishers And Their Audiences We Represent Over 160
Leading Media Titles From Over 50 Of The Leading Independent Digital Publishers In Australia The Dpa
Has An Interest In Ensuring There Is Sufficient Ai Regulation To Protect The Rights Of Digital Publishers
And That This Regulation Adequately Addresses The Use Of Online News Content To Train Generative Ai
Models We Have Prepared This Submission In Conjunction With Our Lawyers Marque Lawyers
This Paper Addresses Gaps In Regulatory Approaches And Responds To Consultation Question 2
What Potential Risks From Ai Are Not Covered By Australia’S Existing Regulatory Approaches
Do You Have Suggestions For Possible Regulatory Action To Mitigate These Risks"
266,Submission To Supporting Responsible Ai Discussion Paper,"We Are At An Early Crossroads In Artificial Intelligence Ai A Crucial But Underappreciated Decision
Is How We Allow Generative Ai To Use Languagebased Intellectual Property Copyright Trademarks And
Even Our Personal Names
If Ai Is Allowed Personlike Fair Use Of Copyrighted Material Such As News And Trademarks Brand
Names Enormous Amounts Of Advertising Money Will Flow Into Leveraging Ai For Ethically Fraught
Purposes This Has Already Happened Once Google Has Grown To A Us15 Trilliondollar Company In
Just This Way
In Japan And The United States Several Important Intellectual Property Law Precedents Have Already
Asserted Ai’S Right To Use Copyrighted Material And Trademarked Terms
I Urge In The Strongest Terms That Copyright And Trademark Rights In Australia Be Protected From
Indiscriminate Use By Ai
A Simple Way To Do This Is To Disallow Through Intellectual Property Law Nonhuman “Fair Use” Right Of
Copyright Or Trademarks Instead Allow Ai To Use Copyrighted Material And Trademarks Only When
Explicit Optin Permission Is Granted By The Owners
In My Academic Experiments With Generative Ai I Have Confirmed That The Technology Is Already
Largely Aware Of What Is Copyrighted Or Trademarked For Example Chatgpt Is Able To Accurately
Append Trademark Symbols To Relevant Words In Context Ai Therefore Has The Capability To Police
Itself In This Regard No Genuine Obstacle To Implementation Exists
Furthermore And Soberingly An Absolute Right Must Be Preserved For Individuals To Object To Their
Personal Human Name Being Used By Ai This In Fact Is The Most Essential Safeguard Against Ai That
Can Be Devised"
265,"Safe And
Responsible Ai In
Australia
Pwc’S Response To Industry Consultation","Recent Breakthroughs In Research And Development
And A Rapid Uptick In Global Investments For Artificial
Intelligence ‘Ai’ Have The Potential To Accelerate
Transformations In The Way We Work Produce
Information And Interact With Technology
Aienabled Transformations Represent A Significant
Opportunity For Australia’S Innovation And Growth
Agenda There Is Limited Uptodate Data Available
For ‘Sizing The Prize’ In Australia However Back In
2018 A Report Commissioned By The Csiro
Projected 315 Billion In Added Economic Value From
Ai By 20281
Importantly To Realise This Growth Australian
Businesses Need To Be Sufficiently Confident And
Competent In Developing Procuring And Applying Ai
Safely And Responsibly And Australian Consumers
And Employees Need To Be Willing To Trust It
Today Less Than 1 In 20 Australian Businesses Are
Wellversed Mature In Navigating The Risks Of Ai
Fewer Than 4 In 10 Consumers Trust Ai And Only Half
Of Employees Feel Positively Towards It
2 Confidence
In New Technology Often Influences Its Rate Of
Adoption And Adoption Rates For Ai In Australia
Remain Relatively Low3
From Working Across A Broad Range Of Industries
We Have Observed Several Common Concerns And
Challenges For The Adoption Of Ai In The Enterprise
• Gaps In The Knowledge Of How Ai Works The Risks
Associated With Using It And Managing Its Use Inline With Social And Ethical Expectations
• Difficulty Interrogating And Explaining The Outputs
Of Models Or Providing The Level Of Transparency
That Regulators Might Expect In The Absence Of
Specific ‘Black Letter Law’ For Ai
• Difficulty Foreseeing The Damage That Could Arise
In The Event Of Faults Errors Or Oversights In The
Way That Ai Systems Are Designed Or Applied
• Unclear Expectations Which Can Vary Between
Sectors For The Appropriate Assignment Of
Accountability Ownership And Liability For The
Outputs Of Ai Models Especially Where Ai
Systems Are Created Through Complex And
Interdependent Value Chains
For The Reasons Above And More We Find That A
Number Of Organisations Are Not Ready To Apply Ai
Safely And Responsibly Across Their Core Products
Services And Processes We Believe That A Substantial And Timely Uplift In
Organisations’ Maturity And Public Trust In Ai Will Be
Necessary For Australia To Unlock The Full Benefit Of
Aienabled Transformations"
263,Department Of Industry Science And Resources,"My Primary Concern With The Measures Outlined In The Discussion Paper Is That These Fail To Address The Risks Associated With Ai Models Or Systems Of Humanlevel Or Greater Intelligence
I Feel That It Is Likely That The Capabilities Of Ai Models Systems Will Continue To Increase Rapidly Over The Coming Years On The Current Trajectory I Believe That The Intelligence And Capability Of These Models Will Soon Reach A Level Of General Intelligence That Is Equivalent To That Of A Human Continuing On The Trajectory Shortly After This It Seems Inevitable That The Models Systems Will Achieve Levels Of General Intelligence That Exceed That Of Human Beings
If Such A Model Or System’S Goals And Motivations Are Not Fully Aligned With The Wellbeing Of Humans And Human Culture This Would Represent A True Existential Risk To Us All"
262,"Supporting Responsible Ai Discussion
Paper","As A Trusted Government Partner And Corporate Citizen Transurban Limited On Behalf Of Itself And
The Transurban Group Transurban Welcomes The Opportunity To Provide Feedback On The
Supporting Responsible Ai Discussion Paper Discussion Paper
Transurban Uses Technology Like Automatic Incident Detection Systems And Smart Sensor
Monitors For Things Like Debris And Stopped Vehicles And To Alert Traffic Control Centres To Potential
Issues Transurban Takes This Technology To The Next Level By Feeding The Data Into A Purposebuilt
Ai Platform That Learns From Previous Incidents And Recommends How Our Crews Should Respond
The Platform Prioritises The Safety Of Drivers And Incident Response Teams Often Recommending
Measures Like Speed Reductions Or Lane Closures To Keep Everyone Safe While The Incident Is
Managed
Transurban Also Supports The Responsible Ai Index Which Measures And Tracks How Well
Australian Organisations Are Designing And Implementing Ai Systems With A View To Fairness
Accountability Transparency And Impacts On People And Society"
261,"Response To
Safe Responsible Ai
Consultation Paper","We At Notcentralised Are Pleased To Contribute To The Ongoing Dialogue On The Safe And
Responsible Use Of Articial Intelligence Ai In Australia As A Pioneering Organisation In
The Eld Of Emerging Technologies We Believe That Our Unique Insights And Experience Can
Add Valuable Perspectives To This Important Discussion
Notcentralised Is A Dynamic Entity That Operates At The Intersection Of Blockchain And Ai
Technologies We Are The Proud Orchestrators Of Two Vibrant Communities The Aus Defi
Association Which Explores The Potential Of Blockchain Technology And The Data Science
And Ai Association Of Australia Dsai Which Delves Into Ai And Machine Learning
Innovations Our Work Extends Beyond These Communities As We Collaborate With
Companies Utilising Blockchain And Ai Technologies And Develop Proprietary Products
Within This Burgeoning Sectorour Portfolio Includes A Diverse Range Of Projects And We Have Established Strong
Collaborations With Federal And State Governments Notably We Were One Of The 15 Pilot
Projects For The Reserve Bank Of Australia’S Central Bank Digital Currency Cbdc
Initiative We Also Play A Signicant Role In The New South Wales Government Taskforce
On Data Digital And Ai Further Solidifying Our Inuence And Expertise Within The Emerging
Technology Sector
In The Healthcare Domain We Leverage Cuttingedge Ai Tools To Design Private Gpt Models
That Enhance Patient Outcomes While Upholding Data Privacy We Also Develop
Businessgrade Gpt Use Cases Tailored To Specic Roles Ensuring That Access To Sensitive
Business Information Is Strictly Controlled"
260,Ibm Submission To The ‘Safe And Responsible Ai In Australia Discussion Paper’,"Thank You For The Opportunity To Comment On The Above Discussion Paper Ibm Is One Of The World’S
Most Enduring And Innovative Technology Companies Operating For Over A Century And In Australia
For Over 90 Years Ibm Integrates Technology And Expertise Providing Infrastructure Software
Including Marketleading Red Hat And Consulting Services For Clients As They Pursue The Digital
Transformation Of The World’S Missioncritical Businesses Ibm Has Also Been At The Forefront Of Ai
Technologies Since The Late 1950’S And Has Developed A Comprehensive Approach To Ensuring That
Trust And Responsibility Are At The Heart Of Its Development And Deployment Of Ai For Both Ibm And Its
Clients
At The Outset Ibm Would Like To Make Some General Remarks About Artificial Intelligence Ai And
Then Address Some Specific Questions Outlined In The Discussion Paper"
259,Safe And Responsible Ai Discussion Paper,"The Aicd Recognises The Importance Of Timely Adoption Of Ai In Australia To Remain Competitive In The
Global Market And Boost National Productivity And Economic Growth
The Potential Of Ai Offers Many Benefits But Also Comes With The Potential For Increased Exposure To
New And Emerging Risks As Highlighted In The World Economic Forum Wef Ai Toolkit There Is A Need To
Address This Emerging Tension And Strike A Balance Between Ai Development And Implementation
Whilst Concurrently Mitigating The Possible Abuse Of This Technology
2 To Strike An Appropriate Policy
Balance Multistakeholder Consultations With Members Of The Innovation Sector Corporate Australia
Public Sector Regulators And Civil Society Will Be Critical
With A Balanced Regulatory Approach Australia Will Be Able To Navigate Foreseeable Ai Risks More
Effectively But Importantly Also Foster Innovation Through Providing Regulatory Certainty For Australian
Businesses To Invest In Ai Research And Developmentin Summary The Aicd Makes The Following Key Points In This Submission
1 In Our View Australia Has An Existing Legislative Framework Which Provides Regulatory Oversight
Of Ai Development And Use Which Should Be Reviewed And Updated Before Considering The
Introduction Of A New Ai Specific Laws In Particular More Work Needs To Be Done To Raise
Awareness And Provide Guidance On The Existing Obligations Such As Around Privacy And
Data Protection And How They Apply In The Ai Context
2 The Aicd Recognises The Importance Of Australia Closely Monitoring International Regulatory
Developments Including In Europe The United States The United Kingdom And Canada
Amongst Other Nations Broad Regulatory Alignment With Key Overseas Markets Is Important For
Us To Remain Competitive With International Markets And Facilitate Interoperability With Our
Trading Partners And To Mitigate Any Comparative Regulatory Lag Following A Review Of Our
Existing Framework If Legislative Gaps Necessitate The Adoption Of A New Regulatory Approach
This Should Be Informed By Evidencebased Recommendations
3 The Aicd Recognises Good Ai Governance That Is Robust Yet Flexible To Changing Innovation
Extends Beyond Legislation And Regulatory Frameworks Other Mechanisms Such As Domestic
And Global Standards And Industry Codes With Appropriate Oversight Also Serve An Important
Function In Supplementing Andor Complementing Existing Laws On An Organisationallevel The
Aicd Is Focused On Promoting The Importance Of Responsible And Informed Ai"
258,"Supporting Responsible
Ai Discussion Paper","The Australian Institute Of Architects The Institute Welcomes The Opportunity To Provide A
Submission In Response To The Supporting Responsible Ai Discussion Paper Ai Has The
Potential To Drastically Alter The World We Live In And Will Impact Every Aspect Of Modern
Society While The Institute Does Not Believe We Should Fear Ai The Australian Government
Should Ensure That There Is An Appropriate Regulatory Environment To Mitigate The Potential
Downsides
Like Many Professions The Architecture Profession Is Starting To Grapple With The Potential
And Real Risks And Rewards Of Using Ai Our Members Have Expressed A Mix Of Concern And
Excitement Involving Ai Both As It Relates To The Profession And In Everyday Life
The Areas That Raise The Most Concern Amongst Members In Relation To The Profession Are
• The Future Role Of The Architect
• Employment Prospects Particularly For Future Generations
• Loss Of Skills And Knowledge Particularly In Future Generations From Overreliance On
Ai To Accomplish Steps In The Architecture Process
• Liability When Ai Gets It Wrong
• Who Owns The Ip From Architectural Drawings Plans And Renders Through The Use Of
Ai
• Unrealistic Expectations Of Clients Who Have Used Ai To Generate “Ideal Home” That Is
Not Functional To Build Andor To Code Benefits Our Members See In Ai For The Profession
• Speed Up Manualintensive Work
• Reduce Time And Costs To Develop Simple Renders For Clients Based On The Client’S
Wishes And For Architects To Ponder Different Design Solutions
• Greater Ability To Show Clients The Impacts Of Changing Design Through Visualisation
Tools Eg Changing The Window Size Or Orientation Of The Home To Maximise Light And
Solar Energy Etc
• Quick Calculation Of Technical Data Such As Energy Efficiency Condensation Light
And How Changing Materials Impacts Such Data
• Identification Of Potential Code Or Design Problems Early In The Process
• Allow For Quicker Approval From Local Governments
The Institute Appreciates That The Discussion Paper Poses 20 Consultation Questions To
Direct Submissions However The Institute Has Determined It Would Be More Effective For Us
To Identify Specific Issues Of Concern For The Architecture Profession As Well As Potential
Regulatory Mechanisms To Address Or Mitigate These"
257,Supporting Responsible Ai In Australia Submission To Government,"Enclosed Please Find A Submission From Forhumanity Responding To The Australian
Government’S ‘Supporting Responsible Ai In Australia” Discussion Paper From Our Team
Australia Comprising More Than 40 Members From Across Australia
The Submission
● Responds To The Government’S 20 Key Questions In Detail
● Proposes That The Australian And State Governments Consider Taking A New Proactive
Approach To Regulating New Services And Products And Minimising Harm By Mandating
‘Responsibility Bydesign’ And Assurance By Thirdparty Mandatory Independent Audits
● Requires Product And Service Developers And Controllers To Assess And Be Responsible For
The Impacts Of What They Take To Market Regardless Of How It Is Constituted And
● Flags Our Groundbreaking Work Creating A Global New Industry Modelled On Financial
Audit For Independently Certifying Organisations In A Standardised Way For Which We
Seek Your Government’S Input And Accreditation
● Agrees That “Many Private And Public Organisations Are Already Adopting Ethical
Principles Or Similar Practices To Ensure Appropriate Accountability And Governance
Mechanisms Are In Place For Ai These Include
○ Major Tech Firms Such As Microsoft Google Salesforce And Ibm
○ Public Organisations Such As The Us Department Of Defense And The Australian
Signals Directorate"
256,"Palantir Australia Response
To Supporting Responsible
Ai Discussion Paper","Palantir Australia Commends The Department Of Industry Science And
Resources For Taking This Step To Better Understanding And Support Safe And
Responsible Ai Practices Building On Work Already Being Done Across Various
Parts Of The Australian Government We Welcome Ongoing Engagement With The
Department As We Keep Iterating Towards Appropriate Ai Regulation And Policy
Our Responses Are Informed By Palantir’S Global Experience And Lessons Learned
From Refining A Practice Of Responsible And Trustworthy Ai Development And
Deployment
We Have Been Guided By A Few Key Design Principles In Our Response These
Include We Recognise That Ai Systems Are Highly Dynamic And Technology Is
Continuously Evolving Any Regulation Needs To Be Similarly Dynamic And
Responsive To These Changes This Will Involve Building In Feedback Loops
Of Varying Lengths From Short Term In Days Or Weeks Through To Longerterm Measured In Years
• We Believe That Ai Is Most Effective And Defensible When Employed To
Assist And Enhance Human Execution And Decisionmaking Rather Than To
Replace It
• We See Benefit In Australia Adopting International Norms And Standards By
Default And Creating Differing Standards And Approaches Only By
Exception Where Truly Necessary
• We See The Need To Regulate End Uses Of Ai Rather Than The Technology
Itself
• Notwithstanding The Tension With The Need To Regulate End Uses Of Ai
Where Possible We Welcome A Broadbased Approach To Regulation This
May Take The Form Of An Overarching Act And Then Regulation Relevant To
Specific End Uses We See Benefit In Minimising The Boundaries Between
Different Pieces Of Regulation And Legislation To Reduce The Amount Of Time
And Regulatory Effort That Goes To Evaluating Boundary Conditions To
Determine Which Regulations A Deployed Ai System Is Subject To 0] Where
Contextspecific Regulation Is Required We Suggest Keeping Definitions
And Processes As Common As Possible
• We See The Enforcement Of Law To Be At Least As Important As The Law Itself
Any Ai Regulation Will Require A Wellfunded Regulator To Be Able To
Appropriately Undertake Enforcementwe Consider Voluntary Commitments Pledges And Selfregulation Will
Likely Be Insufficient To Protect Against The Potential Harms Of Ai 1]
• We Believe That Ai Ethics Principles Are Also Insufficient To Protect Against
The Potential Harms Of Ai And That Observations Drawn From Operationallythoughtful And Responsiblyconstructed Experiments In Suitably
Constrained Conditions Are A More Effective Approach To Understanding
And Responding To Realworld Risks
As Noted We Believe That Ai Is Most Effective And Defensible When Employed To
Assist And Enhance Human Execution And Decisionmaking Rather Than To
Replace It Especially For Applications That Carry Significant Impacts On
Individuals Livelihoods Human Rights And Wellbeing The Limits Of Ai Must Be
Acknowledged To Help Determine The Right Level Of Human Intervention To Ensure
Moral Agency And Culpability As Should Be The Case With The Use Of All
Technology The Impact Of Ai Should Be In Elevating Humanity Not In Undermining
Exploiting Endangering Or Replacing It"
254,"Submission To The Consultation On Safe And
Responsible Ai In Australia","Guided By The United Nations Convention On The Rights Of The Child Crc And Informed By Our Work Leveraging Artificial
Intelligence Ai To Improve The Lives Of Children Around The World Unicef Australia Welcomes The Opportunity To Provide A
Submission To The Consultation On Safe And Responsible Ai In Australia
Today’S Children Are The First Generation That Will Never Know A World Without Smartphonesi
 Their Lives Will Be Enmeshed With
Digital Technologies In A Way That No Other Generation Before Them Has Experienced And Ai Will Permeate Through This Increasingly
Digital World As It Already Does In So Many Ways
For Children And For Society More Broadly The Opportunities Presented By Ai Are Exciting And Almost Unlimited From Improving
Children’S Access To Life Saving Healthcare To The Vast Economic Boon It May Offer – Estimates Place The Potential Additional
Economic Output That Ai Systems Will Deliver At Roughly Us13 Trillion By 2030Ii

Unicef Recognises This Potential Particularly For The Role It Can Play In Supporting Children’S Development Which Is Why We Already
Leverage Ai Systems To Predict The Spread Of Diseases Map Digital Connectivity In Schools And Produce Better Poverty Estimation
Thus Improving Our Programmingiii Ai Is Undoubtedly A Force For Innovation Which Can Likely Help Us Achieve The Sustainable
Development Goals But It Also Poses Risks To Children’S Safety Privacy And Securityiv This Could Present As Discrimination And Bias
In Systems Trained On Children’S Data That Work Unnoticed At Great Scalev
 Or Aiassisted Cyber Security Breaches That Place Children
At Risk Of Extortion As With Most Things Children Face Increased Vulnerability Compared With Adults Particularly As The Negative
Impacts They Potentially Face Compound Over Their Comparatively Longerlives Lived In Both Online And Offline Worlds
Thankfully As The Discussion Paper For This Consultation Identifies There Is A Real Opportunity For Australia To Be A Leader In
Responsible Ai Due To Our Cuttingedge Research Capabilities Worldleading Esafety Commission And Early Adoption Of Ai Ethics
Principles Frameworksvi We Have An Opportunity Now To Guide The Development And Deployment Of Ai Systems Which Work In The
Best Interests Of Every Australian And Especially For Some Of Our Most Vulnerable In Children 
Unicef’S Global Research Is Particularly Useful In This Regard And Our Policy Guidance On Ai For Children Articulates A Series Of
Foundations And Requirements For Childcentred Ai This Guidance Can Help Ensure That Ai Systems Are Developed Deployed And
Governed In A Way Which Ensures Children’S Protection Equitable Provision For All Their Rights And Empowers Them To Participate
In An Increasingly Aidependent World Government And Industry Alike Have A Role To Play In Guiding Ai Systems In This Way And In
Doing So Can Help Realise The Enormous Opportunities That Ai Offers For Every Child Everywhere"
253,Safe And Responsible Ai In Australia,"Do You Agree With The Definitions In This Discussion Paper If Not What Definitions Do You Prefer And Why
11 The Definitions Of Ai Technologies And Ai Applications Provided Are A Good Start However Being Strictly
Correct These All Relate Specifically To Types Of Ai Technologies Including The Proposed Applications Provided In
The Definitions That Is Llm Mfm And Adm Are All Really Types Of Ai Technologies And These Can Each Be Used For
An Extremely Diverse Range Of Different Ai Applications
12 In Order To Identify Ai Applications It May Be Additionally Helpful To Add A Definition Of Intelligence Itself
And Then Create An Extremely Large List Of Capabilities That Are Enabled By Intelligence I Suggest Considering
These Capabilities As Different Dimensions Of Intelligence The Capabilities Or Dimensions Of Intelligence
Fundamentally Determine The Different Types Of Ai Applications That Can Be Performed
13 This Approach Will Be Helpful With Ai Its Various Applications And Associated Benefits And Risks As Ai’S
Ability To Learn Combine And Perform More Capabilities Will Grow Over Time This Is Because Ai Is Based On Digital
Technology That Continually Advances In Performance And Computer Information Processing Rates Increase Yearly
14 In The ‘Mainstream Science On Intelligence’ Reference Paper Published In 1997 By Linda S Gottfredson At
The University Of Delaware That Includes 52 Signatories All Experts In Intelligence And Allied Fields It Says
Intelligence Is A Very General Mental Capability That Among Other Things Involves
141 The Ability To Reason
142 Plan 143 Solve Problems
144 Think Abstractly 145 Comprehend Complex Ideas
146 Learn Quickly And Learn From Experience"
252,"Response To The Australian Government Department Of Industry Science And Resources
Safe And Responsible Ai In Australia Discussion Paper","The Humanising Machine Intelligence Program Hmi A Grand Challenge Initiative Supported By
The Australian National University Welcomes The Opportunity To Respond To The Discussion
Paper “Safe And Responsible Ai In Australia” Hmi Is A Multidisciplinary Research Team With
Expertise That Spans The Humanities Social Sciences And Computer Science Supporting Crosscutting Collaborations On Ai Drawing On Our Collective Understanding Of Ai Derived From Deep
Engagement With Existing Literature And Active Production Of New Research In This Area We
Adopt A Sociotechnical Approach To Ai Systems1
Although Ai Has Been Around For Decades Recent Developments And Expansive Ai Integration
Across Personal Professional And Civic Life Have Garnered Public Attention Government
Responses Recognise That Ai Holds Both Promise And Peril And Work Towards Fostering The Former
While Mitigating The Latter Hmi Shares This Commitment And Offers Researchbased Insights
Towards Those Ends
Our Response Includes Recommendations To Expand And Adjust The Focus Of The Discussion
Paper Where Appropriate Specific Recommendations Revolve Around Problem Orientation The
Scope Of Regulatory Issues Related To Ai And Practical Considerations Notyetaddressed In The
Paper’S Proposals We Structure Our Submission Across Three Interrelated Pillars
1 Reorienting Key Assumptions About Risk Trust And Bias In Ai Systems
2 Considering Actionable Regulatory Targets
3 Cultivating Critical Awareness Of Regulatory Responses To Support Domestic Initiatives
Through These Pillars We Emphasise The Structural Nature Of Ai In Society And The Corresponding
Need For Holistic Approaches That Attend To How Human Economic Environmental
Infrastructural And Legislative Realities Are Intertwined Factors In The Production Deployment
And Regulation Of Ai Machine Learning And Other Dataintensive Technologies"
251,"Australian Screen Directors Authorship Collecting Society And
Australian Directors Guild Joint Submission To The Department Of Industry Science And
Resources Safe And Responsible Ai In Australia Discussion Paper","Asdacs
The Australian Screen Directors Authorship Collecting Society Asdacs Is A Copyright Collecting Society
Representing The Interests Of Screen Directors Throughout Australia And New Zealand It Was Established In
November 1995 And Currently Has Over 1400 Members The Primary Purpose Of Asdacs Is To Collect
Administer And Distribute Income For Screen Directors Arising From International And Domestic Secondary Usage
Rights
Adg
The Australian Directors Guild Adg Is The Industry Association And Union Representing The Interests Of Screen
Directors Throughout Australia Formed In 1982 It Has Over 800 Members Nationally And Is Registered As An
Association Of Employees Under The Fair Work Registered Organisations Act Cth 2009"
250,"Submission To Safe And Responsible Ai In Australia
Discussion Paper 2023","1 Do You Agree With The Definitions In This Discussion Paper If
Not What Definitions Do You Prefer And Why
The Use Of Isoeic 229892022 Is A Great Start Particularly In Its Emphasis That Ai Is A Broad
Field Of Which Machine Learning Ml Is Only A Part The Use Of An Internationally Recognized
Definition Also Ensures Broad Compatibility Of Terms
However Care Should Be Taken To Actually Use This Definition Throughout The Discussion Paper
While The Iso Definition Encompasses Ml As Well As A Wide Range Of Other Nonml Based Ai
Techniques A Lot Of The Discussion Paper Uses Ai Synonymously With Ml Which Can Be
Confusing And Perpetuates Misconceptions That The Challenges And Issues Around Ml Exist In All
Of Ai
This Issue Flows Over To The Implied Definitions Of Other Terms For Example Generative Ai Is A
Broad Term That Encompasses The Use Of Ai To Generate Content Of Some Sort Via Both Neural
Networks And Other Means However Much Of The Discussion Paper And Other Documents Are
Written As If The Problems That Exist In Neural Network Based Generative Ai Exist For All Of Generative Ai Such Misconceptions Are Important To Dispel Because Generative Ai Itself Is A
Valuable Capability Regulations That Lump Generative Ai Technologies That Do Not Have The
Problems Of Neural Network Based Generative Ai With The Same Brush Can Only Serve To Reduce
Australian Competitiveness On The World Stage
The Definition For Bias Given In The Discussion Paper Is Also Somewhat Troubling Because The
Paper Ties It To The Notion That Increasing The Comprehensiveness Of A Dataset Reduces Its Bias
There Are Many Applications For Which There Is Simply Not Enough Data To Remove All Bias And
Others Where More Data In Highly Skewed Populations Can Increase Bias By Drowning Out
Poorly Represented Examples Data Is Also Historic It Illustrates Where We Have Been But It
Doesn’T Necessarily Reflect Where We Wish To Go This Is How Training Data Can Perpetuate
Historic Bias
In Our View The Problem With This Definition Of Bias In Part Stems From The Aforementioned
Misconception That Ai Is Ml And Ml Makes Decisions Based On Data In Fact Many Forms Of Ai
And Ml Although Generally Not Neural Network Based Deep Learning At Least Without
Substantial Modifications Can Incorporate Background Information That Is Separate From The
Training Data For Example Background Information Could Be The Assertion That There Should Not
Be A Correlation Between Skin Colour And The Probability That A System Detects That A Person Is
Holding A Weapon This Information Can Be Used To Initialise Constrain And Otherwise Modify The
Way In Which The Ml System Makes Use Of The Data To Manage Bias It Also Allows The System To
Understand Where We Want To Go To Reduce Real Biases In Society Going Forward This
Mechanism In The Definition Of Bias Is Often Forgotten And Deserves To Be Highlighted"
